employee_id,survey_month,support_feeling,job_satisfaction,exhaustion_feeling,work_mood,feedback_text,department,location,job_title,worker_type,tenure_months
515,2024-11,Sometimes supported,Neutral,Rarely,Happy,Fair management. Safety is prioritized. Low wages. Unfair treatment.,Maintenance,Upington,Maintenance Supervisor,Contract,27
516,2024-11,Rarely supported,Dissatisfied,Often,Neutral,Low wages. Housing problems. Heavy workload.,Pack House Operations,Ceres Pack House,Floor Supervisor,Permanent,3
519,2024-11,Often supported,Satisfied,Rarely,Very happy,Proper equipment provided. Good working environment. Regular breaks.,Administration,Graaff-Reinet,Data Entry Clerk,Permanent,138
522,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Transportation issues. Long hours. Safety concerns.,Citrus Production,Citrusdal,Irrigation Specialist,Seasonal,1
525,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Housing problems. Poor communication. Low wages.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,92
532,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Respectful treatment. Unfair treatment. Safety concerns.,Cattle Farming,Dullstroom,Farm Hand,Permanent,110
533,2024-11,Often supported,Satisfied,Sometimes,Happy,Fair pay. Proper equipment provided. Good team. Transportation issues.,Administration,Citrusdal,Office Manager,Permanent,71
538,2024-11,Often supported,Satisfied,Rarely,Happy,Opportunities to learn. Fair management. Regular breaks.,Administration,Ceres Pack House,Payroll Officer,Permanent,64
546,2024-11,Often supported,Satisfied,Rarely,Unhappy,Proper equipment provided. Opportunities to learn. Supportive supervisors.,Grape Production,Upington,Pruner,Permanent,150
551,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Proper equipment provided. Opportunities to learn. Long hours. Inadequate breaks.,Maintenance,Citrusdal Pack House,Maintenance Worker,Contract,16
553,2024-11,Often supported,Satisfied,Rarely,Happy,Supportive supervisors. Regular breaks. Good communication.,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent,72
555,2024-11,Often supported,Satisfied,Rarely,Happy,Good communication. Opportunities to learn. Good working environment.,Administration,Ceres,Admin Clerk,Permanent,40
557,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Fair management. Fair pay. Too much overtime. Weather challenges.,Maintenance,Ceres,Electrician,Permanent,131
558,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Good working environment. Supportive supervisors. Low wages. Long hours.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,159
559,2024-11,Sometimes supported,Neutral,Often,Unhappy,Clear instructions. Good working environment. Long hours. Safety concerns.,Logistics,Citrusdal,Dispatcher,Permanent,74
564,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Fair pay. Supportive supervisors. Too much overtime. Transportation issues.,Administration,Ceres,Payroll Officer,Permanent,27
567,2024-11,Sometimes supported,Neutral,Rarely,Happy,Clear instructions. Regular breaks. Housing problems. Too much overtime.,Grape Production,Upington,Viticulturist,Permanent,106
572,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Opportunities to learn. Clear instructions. Housing problems. Poor equipment.,Administration,Ceres,Admin Clerk,Permanent,25
575,2024-11,Sometimes supported,Neutral,Sometimes,Very unhappy,Proper equipment provided. Respectful treatment. Transportation issues. Housing problems.,Citrus Production,Citrusdal,Tractor Driver,Permanent,15
580,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Fair pay. Poor equipment. Inadequate breaks.,Pack House Operations,Ceres Pack House,Logistics Coordinator,Contract,39
581,2024-11,Often supported,Satisfied,Rarely,Very happy,Proper equipment provided. Good working environment. Opportunities to learn.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,93
586,2024-11,Often supported,Satisfied,Rarely,Neutral,Good communication. Good team. Opportunities to learn.,Administration,Citrusdal Pack House,Admin Clerk,Permanent,106
587,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Good working environment. Fair management. Safety concerns. Long hours.,Cattle Farming,Dullstroom,Farm Hand,Contract,26
590,2024-11,Sometimes supported,Neutral,Always,Happy,Regular breaks. Good working environment. Safety concerns. Inadequate breaks.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,148
597,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Opportunities to learn. Fair pay. Inadequate breaks. Poor equipment.,Logistics,Ceres Pack House,Forklift Operator,Permanent,38
598,2024-11,Sometimes supported,Neutral,Rarely,Happy,Proper equipment provided. Respectful treatment. Poor equipment. Too much overtime.,Maize Production,Graaff-Reinet,Tractor Driver,Permanent,182
602,2024-11,Often supported,Satisfied,Sometimes,Happy,Respectful treatment. Good team. Supportive supervisors.,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent,128
612,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Fair management. Weather challenges. Safety concerns.,Citrus Production,Ceres,Irrigation Specialist,Permanent,115
619,2024-11,Often supported,Satisfied,Rarely,Happy,Good team. Good working environment. Proper equipment provided.,Maintenance,Graaff-Reinet,Mechanic,Permanent,53
620,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Good team. Proper equipment provided. Safety concerns. Unfair treatment.,Logistics,Citrusdal Pack House,Logistics Supervisor,Permanent,111
621,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Good team. Fair management. Inadequate breaks. Poor equipment.,Maintenance,Dullstroom,Equipment Technician,Seasonal,2
623,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Fair pay. Good team. Inadequate breaks. Poor equipment.,Grape Production,Upington,Pruner,Permanent,105
625,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Good working environment. Unfair treatment. Housing problems.,Logistics,Graaff-Reinet,Dispatcher,Permanent,30
626,2024-11,Sometimes supported,Neutral,Often,Happy,Safety is prioritized. Fair management. Unfair treatment. Safety concerns.,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent,31
631,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Good working environment. Weather challenges. Housing problems.,Pack House Operations,Ceres,Quality Inspector,Seasonal,1
632,2024-11,Rarely supported,Dissatisfied,Often,Very unhappy,Safety concerns. Low wages. Long hours.,Grape Production,Upington,Viticulturist,Seasonal,1
633,2024-11,Sometimes supported,Neutral,Often,Happy,Safety is prioritized. Fair pay. Heavy workload. Low wages.,Maize Production,Graaff-Reinet,Field Supervisor,Seasonal,1
638,2024-11,Always supported,Very satisfied,Sometimes,Very happy,Supportive supervisors. Good team. Opportunities to learn.,Maintenance,Upington,Equipment Technician,Permanent,185
640,2024-11,Sometimes supported,Neutral,Rarely,Unhappy,Good working environment. Safety is prioritized. Long hours. Heavy workload.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,102
646,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Safety is prioritized. Poor communication. Long hours.,Grape Production,Upington,Pruner,Permanent,155
650,2024-11,Often supported,Satisfied,Never,Very happy,Opportunities to learn. Fair management. Proper equipment provided.,Maintenance,Upington,Maintenance Worker,Permanent,176
652,2024-11,Sometimes supported,Neutral,Often,Unhappy,Proper equipment provided. Good working environment. Low wages. Inadequate breaks.,Maintenance,Upington,Maintenance Supervisor,Contract,23
653,2024-11,Often supported,Satisfied,Never,Very happy,Good working environment. Supportive supervisors. Proper equipment provided. Heavy workload.,Grape Production,Upington,Harvester,Permanent,83
658,2024-11,Often supported,Satisfied,Rarely,Happy,Respectful treatment. Fair management. Good working environment. Safety concerns.,Administration,Dullstroom,Office Manager,Permanent,152
660,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Good team. Fair pay. Poor communication. Too much overtime.,Logistics,Ceres,Warehouse Worker,Contract,13
666,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Too much overtime. Safety concerns. Poor communication.,Pack House Operations,Citrusdal Pack House,Packer,Seasonal,1
674,2024-11,Often supported,Satisfied,Rarely,Neutral,Fair pay. Respectful treatment. Supportive supervisors.,Citrus Production,Citrusdal,Farm Worker,Permanent,156
675,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Opportunities to learn. Supportive supervisors. Long hours. Housing problems.,Maintenance,Citrusdal,Maintenance Supervisor,Permanent,174
676,2024-11,Often supported,Satisfied,Rarely,Very happy,Safety is prioritized. Good team. Fair pay. Inadequate breaks.,Administration,Ceres Pack House,Admin Clerk,Permanent,174
677,2024-11,Rarely supported,Dissatisfied,Always,Unhappy,Poor equipment. Housing problems. Weather challenges.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Contract,41
681,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Good communication. Supportive supervisors. Housing problems. Poor equipment.,Pack House Operations,Ceres Pack House,Packer,Seasonal,2
684,2024-11,Sometimes supported,Neutral,Often,Neutral,Good communication. Good working environment. Heavy workload. Long hours.,Grape Production,Upington,Harvester,Seasonal,1
685,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Inadequate breaks. Safety concerns. Heavy workload.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Seasonal,2
688,2024-11,Sometimes supported,Neutral,Often,Neutral,Proper equipment provided. Good team. Inadequate breaks. Heavy workload.,Logistics,Upington,Driver,Permanent,39
692,2024-11,Often supported,Satisfied,Rarely,Very happy,Good team. Fair management. Good communication.,Administration,Upington,Payroll Officer,Permanent,170
693,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Clear instructions. Opportunities to learn. Low wages. Housing problems.,Logistics,Ceres Pack House,Forklift Operator,Permanent,172
695,2024-11,Sometimes supported,Neutral,Sometimes,Very unhappy,Supportive supervisors. Opportunities to learn. Poor communication. Low wages.,Maintenance,Citrusdal,Maintenance Worker,Contract,23
703,2024-11,Sometimes supported,Neutral,Rarely,Happy,Proper equipment provided. Regular breaks. Weather challenges. Poor equipment.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,141
704,2024-11,Sometimes supported,Neutral,Rarely,Happy,Proper equipment provided. Good team. Heavy workload. Long hours.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,166
706,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Respectful treatment. Good team. Low wages. Poor communication.,Grape Production,Upington,Harvester,Permanent,111
707,2024-11,Rarely supported,Dissatisfied,Sometimes,Unhappy,Long hours. Safety concerns. Too much overtime.,Maize Production,Graaff-Reinet,Crop Specialist,Contract,28
713,2024-11,Sometimes supported,Neutral,Often,Unhappy,Fair management. Safety is prioritized. Unfair treatment. Low wages.,Maintenance,Ceres Pack House,Electrician,Contract,34
715,2024-11,Rarely supported,Dissatisfied,Sometimes,Unhappy,Inadequate breaks. Safety concerns. Long hours.,Pack House Operations,Ceres Pack House,Sorter,Contract,1
718,2024-11,Sometimes supported,Neutral,Rarely,Happy,Good team. Good working environment. Low wages. Long hours.,Administration,Citrusdal Pack House,Admin Clerk,Permanent,107
721,2024-11,Sometimes supported,Neutral,Often,Neutral,Opportunities to learn. Good working environment. Inadequate breaks. Safety concerns.,Administration,Citrusdal,Office Manager,Contract,19
725,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Respectful treatment. Housing problems. Inadequate breaks.,Logistics,Ceres,Logistics Supervisor,Permanent,185
727,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Respectful treatment. Clear instructions. Long hours. Transportation issues.,Administration,Citrusdal Pack House,HR Assistant,Contract,30
733,2024-11,Often supported,Satisfied,Never,Happy,Supportive supervisors. Good working environment. Clear instructions.,Administration,Ceres,Admin Clerk,Permanent,158
736,2024-11,Rarely supported,Dissatisfied,Always,Unhappy,Weather challenges. Low wages. Transportation issues. Fair pay.,Maize Production,Graaff-Reinet,Crop Specialist,Seasonal,2
738,2024-11,Sometimes supported,Neutral,Rarely,Unhappy,Good communication. Fair management. Unfair treatment. Transportation issues.,Pack House Operations,Ceres,Quality Inspector,Permanent,131
747,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Good communication. Opportunities to learn. Transportation issues. Poor communication.,Logistics,Upington,Dispatcher,Permanent,174
748,2024-11,Often supported,Satisfied,Sometimes,Happy,Regular breaks. Proper equipment provided. Fair pay. Transportation issues.,Maize Production,Graaff-Reinet,Tractor Driver,Permanent,90
750,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Respectful treatment. Proper equipment provided. Too much overtime. Low wages.,Citrus Production,Citrusdal,Irrigation Specialist,Permanent,116
754,2024-11,Often supported,Satisfied,Rarely,Happy,Supportive supervisors. Regular breaks. Fair management.,Administration,Graaff-Reinet,Admin Clerk,Permanent,81
755,2024-11,Often supported,Satisfied,Rarely,Neutral,Respectful treatment. Good team. Supportive supervisors. Weather challenges.,Maintenance,Upington,Maintenance Supervisor,Permanent,136
756,2024-11,Rarely supported,Dissatisfied,Always,Very unhappy,Low wages. Transportation issues. Safety concerns.,Pack House Operations,Ceres Pack House,Machine Operator,Seasonal,2
758,2024-11,Often supported,Satisfied,Sometimes,Neutral,Supportive supervisors. Proper equipment provided. Good communication. Unfair treatment.,Maintenance,Graaff-Reinet,Maintenance Worker,Permanent,12
762,2024-11,Rarely supported,Dissatisfied,Often,Happy,Heavy workload. Housing problems. Low wages.,Maize Production,Graaff-Reinet,Harvester,Seasonal,1
763,2024-11,Often supported,Satisfied,Sometimes,Happy,Proper equipment provided. Fair pay. Fair management. Too much overtime.,Logistics,Citrusdal Pack House,Driver,Permanent,92
765,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Supportive supervisors. Good communication. Low wages. Heavy workload.,Logistics,Upington,Forklift Operator,Permanent,125
766,2024-11,Often supported,Satisfied,Rarely,Happy,Good working environment. Fair management. Regular breaks.,Pack House Operations,Ceres Pack House,Quality Inspector,Permanent,50
768,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good working environment. Weather challenges. Unfair treatment.,Maintenance,Citrusdal Pack House,Electrician,Permanent,178
771,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Clear instructions. Good team. Poor equipment. Long hours.,Administration,Upington,Office Manager,Permanent,46
773,2024-11,Often supported,Satisfied,Sometimes,Very happy,Proper equipment provided. Safety is prioritized. Good working environment.,Logistics,Upington,Forklift Operator,Permanent,143
777,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Safety is prioritized. Clear instructions. Weather challenges. Poor equipment.,Maintenance,Graaff-Reinet,Equipment Technician,Permanent,148
779,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Low wages. Poor equipment. Unfair treatment. Opportunities to learn.,Pack House Operations,Ceres,Sorter,Seasonal,1
783,2024-11,Often supported,Satisfied,Rarely,Neutral,Opportunities to learn. Fair management. Good team.,Maintenance,Graaff-Reinet,Mechanic,Permanent,62
785,2024-11,Rarely supported,Dissatisfied,Sometimes,Very unhappy,Unfair treatment. Poor equipment. Long hours. Good communication.,Grape Production,Upington,Vineyard Supervisor,Seasonal,2
787,2024-11,Always supported,Very satisfied,Never,Happy,Good communication. Clear instructions. Fair management.,Maintenance,Dullstroom,Equipment Technician,Permanent,96
789,2024-11,Sometimes supported,Neutral,Often,Neutral,Regular breaks. Safety is prioritized. Weather challenges. Transportation issues.,Pack House Operations,Citrusdal Pack House,Packer,Permanent,52
791,2024-11,Often supported,Satisfied,Sometimes,Neutral,Safety is prioritized. Good communication. Clear instructions.,Grape Production,Upington,Pruner,Permanent,71
795,2024-11,Sometimes supported,Neutral,Often,Neutral,Proper equipment provided. Opportunities to learn. Low wages. Poor equipment.,Maintenance,Graaff-Reinet,Maintenance Supervisor,Contract,24
796,2024-11,Often supported,Satisfied,Sometimes,Neutral,Good communication. Respectful treatment. Good working environment.,Logistics,Upington,Warehouse Worker,Permanent,50
797,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Good communication. Fair pay. Unfair treatment. Poor equipment.,Citrus Production,Citrusdal,Farm Worker,Permanent,138
801,2024-11,Rarely supported,Dissatisfied,Often,Neutral,Too much overtime. Poor equipment. Housing problems.,Pack House Operations,Ceres Pack House,Packer,Seasonal,2
804,2024-11,Often supported,Satisfied,Rarely,Happy,Opportunities to learn. Safety is prioritized. Good working environment.,Administration,Graaff-Reinet,Office Manager,Permanent,81
808,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Supportive supervisors. Fair management. Inadequate breaks. Poor equipment.,Maintenance,Graaff-Reinet,Equipment Technician,Permanent,81
812,2024-11,Rarely supported,Dissatisfied,Sometimes,Unhappy,Weather challenges. Transportation issues. Too much overtime. Good team.,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal,1
813,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Respectful treatment. Opportunities to learn. Low wages. Transportation issues.,Logistics,Citrusdal,Logistics Supervisor,Permanent,51
814,2024-11,Often supported,Satisfied,Rarely,Happy,Opportunities to learn. Fair pay. Good working environment.,Administration,Ceres,HR Assistant,Permanent,131
815,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Regular breaks. Respectful treatment. Low wages. Poor communication.,Logistics,Ceres Pack House,Dispatcher,Permanent,30
816,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Opportunities to learn. Weather challenges. Inadequate breaks.,Grape Production,Upington,Viticulturist,Permanent,55
817,2024-11,Often supported,Satisfied,Sometimes,Neutral,Good working environment. Supportive supervisors. Fair management.,Maintenance,Ceres,Mechanic,Permanent,185
818,2024-11,Often supported,Satisfied,Rarely,Happy,Good working environment. Good team. Fair pay.,Maintenance,Graaff-Reinet,Maintenance Worker,Permanent,4
820,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Clear instructions. Weather challenges. Long hours.,Logistics,Ceres Pack House,Logistics Supervisor,Permanent,56
821,2024-11,Often supported,Satisfied,Rarely,Very happy,Regular breaks. Opportunities to learn. Respectful treatment.,Maintenance,Dullstroom,Equipment Technician,Permanent,137
822,2024-11,Often supported,Satisfied,Rarely,Neutral,Good team. Regular breaks. Good working environment. Too much overtime.,Pack House Operations,Ceres Pack House,Machine Operator,Permanent,169
823,2024-11,Often supported,Satisfied,Sometimes,Happy,Safety is prioritized. Regular breaks. Good communication.,Administration,Citrusdal,Data Entry Clerk,Permanent,37
828,2024-11,Often supported,Satisfied,Never,Happy,Good team. Fair pay. Safety is prioritized. Transportation issues.,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent,66
834,2024-11,Sometimes supported,Neutral,Rarely,Happy,Proper equipment provided. Respectful treatment. Weather challenges. Poor equipment.,Maintenance,Upington,Maintenance Supervisor,Permanent,165
838,2024-11,Often supported,Satisfied,Rarely,Very happy,Supportive supervisors. Respectful treatment. Safety is prioritized.,Maintenance,Ceres,Mechanic,Permanent,51
840,2024-11,Always supported,Very satisfied,Never,Very happy,Good team. Proper equipment provided. Good working environment.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,169
841,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Regular breaks. Safety is prioritized. Long hours. Heavy workload.,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent,87
843,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Good team. Good working environment. Heavy workload. Transportation issues.,Logistics,Upington,Logistics Supervisor,Permanent,144
845,2024-11,Often supported,Satisfied,Sometimes,Neutral,Fair pay. Good communication. Clear instructions.,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent,163
854,2024-11,Sometimes supported,Neutral,Rarely,Happy,Good working environment. Safety is prioritized. Heavy workload. Poor equipment.,Logistics,Ceres Pack House,Dispatcher,Permanent,133
858,2024-11,Often supported,Satisfied,Rarely,Happy,Safety is prioritized. Good communication. Supportive supervisors.,Maintenance,Citrusdal Pack House,Maintenance Worker,Contract,42
860,2024-11,Sometimes supported,Neutral,Often,Unhappy,Clear instructions. Safety is prioritized. Low wages. Too much overtime.,Citrus Production,Citrusdal,Harvester,Contract,19
861,2024-11,Rarely supported,Dissatisfied,Sometimes,Unhappy,Unfair treatment. Heavy workload. Safety concerns. Safety is prioritized.,Citrus Production,Citrusdal,Harvester,Permanent,11
864,2024-11,Sometimes supported,Neutral,Often,Neutral,Good team. Fair pay. Heavy workload. Poor equipment.,Citrus Production,Citrusdal,Tractor Driver,Seasonal,2
865,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Opportunities to learn. Low wages. Too much overtime.,Pack House Operations,Citrusdal Pack House,Sorter,Permanent,52
866,2024-11,Often supported,Satisfied,Rarely,Happy,Clear instructions. Good communication. Respectful treatment.,Maintenance,Graaff-Reinet,Mechanic,Permanent,118
869,2024-11,Rarely supported,Dissatisfied,Often,Neutral,Inadequate breaks. Poor equipment. Safety concerns. Respectful treatment.,Maize Production,Graaff-Reinet,Harvester,Seasonal,2
870,2024-11,Sometimes supported,Neutral,Rarely,Happy,Good team. Fair pay. Long hours. Heavy workload.,Maintenance,Graaff-Reinet,Mechanic,Permanent,52
872,2024-11,Not at all supported,Very dissatisfied,Always,Unhappy,Safety concerns. Weather challenges. Housing problems.,Grape Production,Upington,Viticulturist,Seasonal,1
874,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Supportive supervisors. Low wages. Long hours.,Administration,Dullstroom,HR Assistant,Permanent,170
875,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Regular breaks. Good communication. Safety concerns. Long hours.,Administration,Citrusdal,Admin Clerk,Permanent,87
876,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Fair pay. Good communication. Transportation issues. Safety concerns.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,69
878,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Too much overtime. Housing problems. Poor equipment.,Cattle Farming,Dullstroom,Farm Hand,Contract,31
879,2024-11,Sometimes supported,Neutral,Often,Neutral,Proper equipment provided. Good communication. Inadequate breaks. Poor equipment.,Administration,Dullstroom,Admin Clerk,Permanent,164
880,2024-11,Sometimes supported,Neutral,Rarely,Unhappy,Good team. Fair management. Inadequate breaks. Unfair treatment.,Maintenance,Ceres Pack House,Electrician,Permanent,140
882,2024-11,Often supported,Satisfied,Rarely,Neutral,Respectful treatment. Safety is prioritized. Good communication. Weather challenges.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,83
883,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Proper equipment provided. Poor communication. Too much overtime.,Maintenance,Graaff-Reinet,Mechanic,Permanent,153
885,2024-11,Often supported,Satisfied,Rarely,Unhappy,Fair pay. Fair management. Clear instructions.,Pack House Operations,Ceres,Floor Supervisor,Permanent,53
889,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Poor equipment. Transportation issues. Inadequate breaks.,Pack House Operations,Citrusdal Pack House,Sorter,Permanent,179
891,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Proper equipment provided. Good communication. Long hours. Housing problems.,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent,28
892,2024-11,Often supported,Satisfied,Rarely,Happy,Good team. Fair pay. Respectful treatment.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent,156
893,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Proper equipment provided. Regular breaks. Long hours. Weather challenges.,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent,150
896,2024-11,Sometimes supported,Neutral,Often,Happy,Proper equipment provided. Regular breaks. Weather challenges. Inadequate breaks.,Citrus Production,Ceres,Irrigation Specialist,Permanent,68
899,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Proper equipment provided. Fair pay. Weather challenges. Housing problems.,Logistics,Ceres Pack House,Warehouse Worker,Contract,21
901,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Proper equipment provided. Clear instructions. Low wages. Safety concerns.,Maintenance,Dullstroom,Maintenance Supervisor,Seasonal,2
902,2024-11,Rarely supported,Dissatisfied,Often,Neutral,Too much overtime. Weather challenges. Housing problems. Good team.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Permanent,151
906,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Fair management. Good working environment. Inadequate breaks. Too much overtime.,Maintenance,Dullstroom,Equipment Technician,Permanent,147
907,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Good team. Housing problems. Transportation issues.,Logistics,Ceres Pack House,Dispatcher,Permanent,110
914,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Supportive supervisors. Respectful treatment. Low wages. Safety concerns.,Administration,Upington,Office Manager,Permanent,120
916,2024-11,Sometimes supported,Neutral,Rarely,Happy,Clear instructions. Fair pay. Low wages. Weather challenges.,Administration,Dullstroom,Admin Clerk,Permanent,186
918,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Regular breaks. Proper equipment provided. Weather challenges. Unfair treatment.,Logistics,Upington,Forklift Operator,Permanent,3
922,2024-11,Often supported,Satisfied,Sometimes,Happy,Supportive supervisors. Good communication. Safety is prioritized.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,80
924,2024-11,Often supported,Satisfied,Rarely,Happy,Good communication. Respectful treatment. Proper equipment provided. Too much overtime.,Maintenance,Dullstroom,Electrician,Permanent,92
926,2024-11,Sometimes supported,Neutral,Rarely,Happy,Respectful treatment. Regular breaks. Safety concerns. Heavy workload.,Administration,Dullstroom,Office Manager,Permanent,4
929,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Respectful treatment. Good team. Transportation issues. Poor equipment.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent,102
931,2024-11,Often supported,Satisfied,Rarely,Neutral,Proper equipment provided. Good working environment. Fair pay. Poor equipment.,Logistics,Citrusdal Pack House,Dispatcher,Permanent,175
932,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Clear instructions. Good communication. Long hours. Weather challenges.,Administration,Dullstroom,HR Assistant,Permanent,123
938,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Fair pay. Housing problems. Too much overtime.,Administration,Ceres Pack House,HR Assistant,Permanent,138
939,2024-11,Sometimes supported,Neutral,Often,Neutral,Regular breaks. Good communication. Safety concerns. Poor equipment.,Administration,Dullstroom,Office Manager,Permanent,4
940,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Good team. Fair pay. Long hours. Housing problems.,Citrus Production,Ceres,Tractor Driver,Permanent,34
941,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Good team. Regular breaks. Weather challenges. Long hours.,Maize Production,Graaff-Reinet,Crop Specialist,Permanent,66
943,2024-11,Often supported,Satisfied,Rarely,Very happy,Clear instructions. Opportunities to learn. Regular breaks.,Maintenance,Citrusdal,Mechanic,Permanent,72
945,2024-11,Rarely supported,Dissatisfied,Often,Unhappy,Weather challenges. Heavy workload. Poor communication.,Cattle Farming,Dullstroom,Animal Care Specialist,Seasonal,2
947,2024-11,Often supported,Satisfied,Rarely,Very happy,Supportive supervisors. Opportunities to learn. Good team.,Administration,Citrusdal,Data Entry Clerk,Permanent,14
954,2024-11,Sometimes supported,Neutral,Often,Happy,Good team. Safety is prioritized. Too much overtime. Housing problems.,Pack House Operations,Ceres Pack House,Floor Supervisor,Permanent,145
955,2024-11,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good communication. Too much overtime. Housing problems.,Pack House Operations,Ceres,Machine Operator,Permanent,44
957,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Opportunities to learn. Fair pay. Too much overtime. Poor communication.,Pack House Operations,Ceres,Machine Operator,Contract,4
959,2024-11,Sometimes supported,Neutral,Often,Unhappy,Supportive supervisors. Good communication. Poor communication. Inadequate breaks.,Logistics,Graaff-Reinet,Dispatcher,Permanent,3
961,2024-11,Rarely supported,Dissatisfied,Sometimes,Neutral,Housing problems. Low wages. Heavy workload. Proper equipment provided.,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal,1
